asin,product_title,product_price,product_original_price,currency,product_star_rating,product_num_ratings,product_num_offers,product_minimum_offer_price,is_best_seller,is_amazon_choice,is_prime,climate_pledge_friendly,sales_volume,has_variations,product_badge,category,country,discount_percent,performance_category,sales_volume_previous_month,growth_rate,adjusted_growth_rate,sales_volume_next_month
1118217322,Complete Electronics: Self-Teaching Guide with Projects,694.92,369.0,MXN,4.5,496,9,639.45,0,False,1,False,100.0,False,Más vendido,electronics,MX,-88.32520325203251,Medium,81,0.2345679012345679,0.2345679012345679,123.45679012345678
1118217322,Complete Electronics: Self-Teaching Guide with Projects,694.92,369.0,MXN,4.5,498,24,639.45,0,False,1,False,100.0,False,Más vendido,electronics,MX,-88.32520325203251,Medium,109,-0.08256880733944955,-0.08256880733944955,91.74311926605505
1118217322,Complete Electronics: Self-Teaching Guide with Projects,694.92,369.0,MXN,4.5,496,1,639.45,0,False,1,False,100.0,False,Más vendido,electronics,MX,-88.32520325203251,Low,105,-0.047619047619047616,-0.0380952380952381,96.19047619047619
1118217322,Complete Electronics: Self-Teaching Guide with Projects,694.92,369.0,MXN,4.5,496,1,639.45,0,False,1,False,100.0,False,Más vendido,electronics,MX,-88.32520325203251,Low,86,0.16279069767441862,0.1302325581395349,113.02325581395348
1680456873,Make: Electronics: Learning by Discovery: A Hands-On Primer for the New Electronics Enthusiast,459.24,369.0,MXN,4.7,599,1,459.24,1,False,1,False,100.0,False,Más vendido,electronics,MX,-24.45528455284553,Medium,85,0.17647058823529413,0.17647058823529413,117.64705882352942
1680456873,Make: Electronics: Learning by Discovery: A Hands-On Primer for the New Electronics Enthusiast,459.24,369.0,MXN,4.7,599,28,459.24,1,False,1,False,100.0,False,Más vendido,electronics,MX,-24.45528455284553,High,86,0.16279069767441862,0.19534883720930232,119.53488372093022
1680456873,Make: Electronics: Learning by Discovery: A Hands-On Primer for the New Electronics Enthusiast,459.24,369.0,MXN,4.7,599,1,459.24,1,False,1,False,100.0,False,Más vendido,electronics,MX,-24.45528455284553,Medium,89,0.12359550561797752,0.12359550561797752,112.35955056179775
1680456873,Make: Electronics: Learning by Discovery: A Hands-On Primer for the New Electronics Enthusiast,459.24,369.0,MXN,4.7,599,1,459.24,1,False,1,False,100.0,False,Más vendido,electronics,MX,-24.45528455284553,Medium,96,0.041666666666666664,0.041666666666666664,104.16666666666667
B0CWV4CZ3Q,"TXG Kit de Electronica, Protoboard, Kit arduino Compatibles con Arduino UNO R3, Nano, Raspberry Pi, Kit Electronica con Protoboard, Fuente de Alimentación, Cables Puente, Resistencias, LED",899.0,369.0,MXN,4.5,11,1,899.0,0,False,1,False,50.0,False,Más vendido,electronics,MX,-143.63143631436316,Low,46,0.08695652173913043,0.06956521739130435,53.47826086956522
1119822114,Electronics All-In-One for Dummies,844.55,369.0,MXN,4.7,196,1,844.55,0,False,1,False,100.0,False,Más vendido,electronics,MX,-128.87533875338752,Medium,89,0.12359550561797752,0.12359550561797752,112.35955056179775
1119822114,Electronics All-In-One for Dummies,844.55,369.0,MXN,4.7,196,1,844.55,0,False,1,False,100.0,False,Más vendido,electronics,MX,-128.87533875338752,Medium,98,0.02040816326530612,0.02040816326530612,102.04081632653062
1119822114,Electronics All-In-One for Dummies,844.55,369.0,MXN,4.7,197,21,844.55,0,False,1,False,100.0,False,Más vendido,electronics,MX,-128.87533875338752,Medium,84,0.19047619047619047,0.19047619047619047,119.04761904761905
1119822114,Electronics All-In-One for Dummies,844.55,369.0,MXN,4.7,196,1,844.55,0,False,1,False,100.0,False,Más vendido,electronics,MX,-128.87533875338752,Medium,89,0.12359550561797752,0.12359550561797752,112.35955056179775
1119822114,Electronics All-In-One for Dummies,844.55,369.0,MXN,4.7,196,1,844.55,0,False,1,False,100.0,False,Más vendido,electronics,MX,-128.87533875338752,Medium,91,0.0989010989010989,0.0989010989010989,109.8901098901099
0521809266,The Art of Electronics,1929.65,369.0,MXN,4.8,2014,1,1929.65,0,False,0,False,100.0,False,Más vendido,electronics,MX,-422.94037940379405,Medium,94,0.06382978723404255,0.06382978723404255,106.38297872340425
0521809266,The Art of Electronics,1929.65,369.0,MXN,4.8,2015,1,1929.65,0,False,0,False,100.0,False,Más vendido,electronics,MX,-422.94037940379405,Medium,104,-0.038461538461538464,-0.038461538461538464,96.15384615384616
0521809266,The Art of Electronics,1929.65,369.0,MXN,4.8,2016,1,1929.65,0,False,0,False,100.0,False,Más vendido,electronics,MX,-422.94037940379405,Medium,86,0.16279069767441862,0.16279069767441862,116.27906976744185
0521809266,The Art of Electronics,1929.65,369.0,MXN,4.8,2019,11,1929.65,0,False,0,False,100.0,False,Más vendido,electronics,MX,-422.94037940379405,Medium,95,0.05263157894736842,0.05263157894736842,105.26315789473684
126444138X,"Teach Yourself Electricity and Electronics, Seventh Edition",428.75,593.3,MXN,4.7,40,8,414.57,0,False,1,False,100.0,False,Más vendido,electronics,MX,27.734704196864985,Medium,98,0.02040816326530612,0.02040816326530612,102.04081632653062
126444138X,"Teach Yourself Electricity and Electronics, Seventh Edition",428.75,593.3,MXN,4.7,40,1,414.57,0,False,1,False,100.0,False,Más vendido,electronics,MX,27.734704196864985,Medium,81,0.2345679012345679,0.2345679012345679,123.45679012345678
126444138X,"Teach Yourself Electricity and Electronics, Seventh Edition",428.75,593.3,MXN,4.7,40,1,414.57,0,False,1,False,100.0,False,Más vendido,electronics,MX,27.734704196864985,Medium,98,0.02040816326530612,0.02040816326530612,102.04081632653062
3030438791,Fundamentals of Power Electronics,2160.21,369.0,MXN,4.5,129,10,2032.65,0,False,1,False,100.0,False,Más vendido,electronics,MX,-485.4227642276423,Medium,85,0.17647058823529413,0.17647058823529413,117.64705882352942
3030438791,Fundamentals of Power Electronics,2160.21,369.0,MXN,4.5,128,6,2032.65,0,False,1,False,100.0,False,Más vendido,electronics,MX,-485.4227642276423,Medium,82,0.21951219512195122,0.21951219512195122,121.95121951219512
3030438791,Fundamentals of Power Electronics,2160.21,369.0,MXN,4.5,128,1,2032.65,0,False,1,False,100.0,False,Más vendido,electronics,MX,-485.4227642276423,Low,108,-0.07407407407407407,-0.05925925925925926,94.07407407407408
3030438791,Fundamentals of Power Electronics,2160.21,369.0,MXN,4.5,128,14,2032.65,0,False,1,False,100.0,False,Más vendido,electronics,MX,-485.4227642276423,Medium,109,-0.08256880733944955,-0.08256880733944955,91.74311926605505
1108499945,Art of Electronics: The X Chapters,0.0,369.0,MXN,4.8,539,1,0.0,0,False,0,False,100.0,False,Más vendido,electronics,MX,100.0,Medium,104,-0.038461538461538464,-0.038461538461538464,96.15384615384616
1108499945,Art of Electronics: The X Chapters,0.0,369.0,MXN,4.8,540,1,0.0,0,False,0,False,100.0,False,Más vendido,electronics,MX,100.0,Medium,89,0.12359550561797752,0.12359550561797752,112.35955056179775
1449334318,"Encyclopedia of Electronic Components, Volume 3: Sensors for Location, Presence, Proximity, Orientation, Oscillation, Force, Load, Human Input, Liquid ... Light, Heat, Sound, and Electricity",399.48,512.82,MXN,4.7,670,1,399.48,0,False,1,False,100.0,False,Más vendido,electronics,MX,22.101322101322104,Medium,83,0.20481927710843373,0.20481927710843373,120.48192771084337
1449334318,"Encyclopedia of Electronic Components, Volume 3: Sensors for Location, Presence, Proximity, Orientation, Oscillation, Force, Load, Human Input, Liquid ... Light, Heat, Sound, and Electricity",399.48,512.82,MXN,4.7,670,10,399.48,0,False,1,False,100.0,False,Más vendido,electronics,MX,22.101322101322104,High,101,-0.009900990099009901,-0.011881188118811881,98.81188118811882
1449334318,"Encyclopedia of Electronic Components, Volume 3: Sensors for Location, Presence, Proximity, Orientation, Oscillation, Force, Load, Human Input, Liquid ... Light, Heat, Sound, and Electricity",399.48,512.82,MXN,4.7,670,1,399.48,0,False,1,False,100.0,False,Más vendido,electronics,MX,22.101322101322104,Medium,93,0.07526881720430108,0.07526881720430108,107.52688172043011
1449334318,"Encyclopedia of Electronic Components, Volume 3: Sensors for Location, Presence, Proximity, Orientation, Oscillation, Force, Load, Human Input, Liquid ... Light, Heat, Sound, and Electricity",399.48,512.82,MXN,4.7,668,1,399.48,0,False,1,False,100.0,False,Más vendido,electronics,MX,22.101322101322104,Medium,84,0.19047619047619047,0.19047619047619047,119.04761904761905
0945053282,Getting Started in Electronics,574.95,369.0,MXN,4.6,661,6,366.26,0,False,1,False,100.0,False,Más vendido,electronics,MX,-55.81300813008131,Medium,95,0.05263157894736842,0.05263157894736842,105.26315789473684
0945053282,Getting Started in Electronics,574.95,369.0,MXN,4.6,661,7,366.26,0,False,1,False,100.0,False,Más vendido,electronics,MX,-55.81300813008131,Medium,81,0.2345679012345679,0.2345679012345679,123.45679012345678
0945053282,Getting Started in Electronics,574.95,369.0,MXN,4.6,642,1,366.26,0,False,1,False,100.0,False,Más vendido,electronics,MX,-55.81300813008131,Medium,107,-0.06542056074766354,-0.06542056074766354,93.45794392523365
9332584583,"Power Electronics: Devices, Circuits And Applications 4Th Edition",566.99,369.0,MXN,4.4,271,5,566.99,0,False,0,False,100.0,False,Más vendido,electronics,MX,-53.65582655826559,Medium,88,0.13636363636363635,0.13636363636363635,113.63636363636364
1484263359,"Electronics Projects with the Esp8266 and Esp32: Building Web Pages, Applications, and Wifi Enabled Devices",1096.89,369.0,MXN,4.4,62,10,1048.76,0,False,1,False,100.0,False,Más vendido,electronics,MX,-197.26016260162604,Medium,100,0.0,0.0,100.0
1449344046,"Make: More Electronics: Journey Deep Into the World of Logic Chips, Amplifiers, Sensors, and Randomicity",552.22,369.0,MXN,4.7,554,8,502.72,0,False,1,False,100.0,False,Más vendido,electronics,MX,-49.65311653116532,Medium,89,0.12359550561797752,0.12359550561797752,112.35955056179775
1449344046,"Make: More Electronics: Journey Deep Into the World of Logic Chips, Amplifiers, Sensors, and Randomicity",552.22,369.0,MXN,4.7,554,14,502.72,0,False,1,False,100.0,False,Más vendido,electronics,MX,-49.65311653116532,Medium,96,0.041666666666666664,0.041666666666666664,104.16666666666667
1449344046,"Make: More Electronics: Journey Deep Into the World of Logic Chips, Amplifiers, Sensors, and Randomicity",552.22,369.0,MXN,4.7,554,8,502.72,0,False,1,False,100.0,False,Más vendido,electronics,MX,-49.65311653116532,Medium,96,0.041666666666666664,0.041666666666666664,104.16666666666667
1449344046,"Make: More Electronics: Journey Deep Into the World of Logic Chips, Amplifiers, Sensors, and Randomicity",552.22,369.0,MXN,4.7,554,13,502.72,0,False,1,False,100.0,False,Más vendido,electronics,MX,-49.65311653116532,Medium,86,0.16279069767441862,0.16279069767441862,116.27906976744185
1680453742,Learn Electronics with Arduino: An Illustrated Beginner&#x27;s Guide to Physical Computing,475.32,369.0,MXN,4.7,168,8,435.18,0,False,0,False,100.0,False,Más vendido,electronics,MX,-28.813008130081297,Medium,109,-0.08256880733944955,-0.08256880733944955,91.74311926605505
1680453742,Learn Electronics with Arduino: An Illustrated Beginner&#x27;s Guide to Physical Computing,475.32,369.0,MXN,4.7,168,10,435.18,0,False,0,False,100.0,False,Más vendido,electronics,MX,-28.813008130081297,Medium,103,-0.02912621359223301,-0.02912621359223301,97.0873786407767
1593277253,Electronics for Kids: Play with Simple Circuits and Experiment with Electricity!,372.89,369.0,MXN,4.6,324,1,372.89,0,False,1,False,100.0,False,Más vendido,electronics,MX,-1.0542005420054164,Medium,108,-0.07407407407407407,-0.07407407407407407,92.5925925925926
1593277253,Electronics for Kids: Play with Simple Circuits and Experiment with Electricity!,372.89,369.0,MXN,4.6,324,1,372.89,0,False,1,False,100.0,False,Más vendido,electronics,MX,-1.0542005420054164,Medium,107,-0.06542056074766354,-0.06542056074766354,93.45794392523365
1593277253,Electronics for Kids: Play with Simple Circuits and Experiment with Electricity!,372.89,369.0,MXN,4.6,324,16,372.89,0,False,1,False,100.0,False,Más vendido,electronics,MX,-1.0542005420054164,Medium,98,0.02040816326530612,0.02040816326530612,102.04081632653062
1260012204,"Hacking Electronics: Learning Electronics with Arduino and Raspberry Pi, Second Edition",398.16,518.08,MXN,4.5,214,7,371.93,0,False,1,False,100.0,False,Más vendido,electronics,MX,23.147004323656574,Medium,108,-0.07407407407407407,-0.07407407407407407,92.5925925925926
1260012204,"Hacking Electronics: Learning Electronics with Arduino and Raspberry Pi, Second Edition",398.16,518.08,MXN,4.5,214,7,371.93,0,False,1,False,100.0,False,Más vendido,electronics,MX,23.147004323656574,Medium,83,0.20481927710843373,0.20481927710843373,120.48192771084337
1098144791,Applied Embedded Electronics: Design Essentials for Robust Systems,1062.03,369.0,MXN,5.0,9,1,1062.03,0,False,0,False,100.0,False,Más vendido,electronics,MX,-187.81300813008127,Low,86,0.16279069767441862,0.1302325581395349,113.02325581395348
1098144791,Applied Embedded Electronics: Design Essentials for Robust Systems,1062.03,369.0,MXN,5.0,9,1,1062.03,0,False,0,False,100.0,False,Más vendido,electronics,MX,-187.81300813008127,Low,81,0.2345679012345679,0.18765432098765433,118.76543209876543
1098144791,Applied Embedded Electronics: Design Essentials for Robust Systems,1062.03,369.0,MXN,5.0,9,1,1062.03,0,False,0,False,100.0,False,Más vendido,electronics,MX,-187.81300813008127,Low,90,0.1111111111111111,0.08888888888888889,108.88888888888889
1098144791,Applied Embedded Electronics: Design Essentials for Robust Systems,1062.03,369.0,MXN,5.0,9,1,1062.03,0,False,0,False,100.0,False,Más vendido,electronics,MX,-187.81300813008127,Low,92,0.08695652173913043,0.06956521739130435,106.95652173913044
1316519511,Principles of Power Electronics,1550.22,369.0,MXN,4.7,14,10,1520.0,0,False,1,False,100.0,False,Más vendido,electronics,MX,-320.1138211382114,Medium,88,0.13636363636363635,0.13636363636363635,113.63636363636364
1316519511,Principles of Power Electronics,1550.22,369.0,MXN,4.7,14,7,1520.0,0,False,1,False,100.0,False,Más vendido,electronics,MX,-320.1138211382114,Medium,105,-0.047619047619047616,-0.047619047619047616,95.23809523809524
1316519511,Principles of Power Electronics,1550.22,369.0,MXN,4.7,14,1,1520.0,0,False,1,False,100.0,False,Más vendido,electronics,MX,-320.1138211382114,Medium,91,0.0989010989010989,0.0989010989010989,109.8901098901099
B09781ZY7X,"tomtoc Electronics Organizador de viaje, resistente al agua, bolsa de viaje, organizador de cables para artículos esenciales, accesorios de bolsa tecnológica, almacenamiento para cable, teléfono",438.59,515.99,MXN,4.7,1538,1,438.59,0,False,1,True,100.0,True,Más vendido,electronics,MX,15.000290703308211,Medium,88,0.13636363636363635,0.13636363636363635,113.63636363636364
B09MZNC8GS,"SE Electronics V7-BLK Micrófono de Mano de Grado Estudio, supercardioide, Negro",2397.86,369.0,MXN,4.6,179,2,2035.35,0,False,1,False,100.0,False,Más vendido,electronics,MX,-549.8265582655827,Medium,96,0.041666666666666664,0.041666666666666664,104.16666666666667
1449334180,"Encyclopedia of Electronic Components Volume 2: Leds, Lcds, Audio, Thyristors, Digital Logic, and Amplification",385.75,369.0,MXN,4.8,663,1,385.75,0,False,1,False,100.0,False,Más vendido,electronics,MX,-4.539295392953929,Medium,84,0.19047619047619047,0.19047619047619047,119.04761904761905
1449334180,"Encyclopedia of Electronic Components Volume 2: Leds, Lcds, Audio, Thyristors, Digital Logic, and Amplification",385.75,369.0,MXN,4.8,659,10,385.75,0,False,1,False,100.0,False,Más vendido,electronics,MX,-4.539295392953929,Medium,104,-0.038461538461538464,-0.038461538461538464,96.15384615384616
1449334180,"Encyclopedia of Electronic Components Volume 2: Leds, Lcds, Audio, Thyristors, Digital Logic, and Amplification",385.75,369.0,MXN,4.8,661,1,385.75,0,False,1,False,100.0,False,Más vendido,electronics,MX,-4.539295392953929,Medium,82,0.21951219512195122,0.21951219512195122,121.95121951219512
1508583447,Manual de electrónica: Básica,489.36,369.0,MXN,4.3,199,8,221.67,0,False,0,False,100.0,False,Más vendido,electronics,MX,-32.617886178861795,Low,110,-0.09090909090909091,-0.07272727272727274,92.72727272727272
B07NDCJ7JM,"Power Electronics Laboratory Manual Design, Testing and Simulation: Design Testing and Simulation Laboratory Manual (English Edition)",208.08,395.55,MXN,4.2,5,1,208.08,0,False,0,False,100.0,False,Más vendido,electronics,MX,47.39476678043231,Low,103,-0.02912621359223301,-0.02330097087378641,97.66990291262135
1265933928,"How to Diagnose and Fix Everything Electronic, Third Edition",741.62,369.0,MXN,4.7,9,1,741.62,0,False,1,False,100.0,False,Más vendido,electronics,MX,-100.98102981029812,Medium,86,0.16279069767441862,0.16279069767441862,116.27906976744185
1265933928,"How to Diagnose and Fix Everything Electronic, Third Edition",741.62,369.0,MXN,4.7,9,1,741.62,0,False,1,False,100.0,False,Más vendido,electronics,MX,-100.98102981029812,Medium,80,0.25,0.25,125.0
1265933928,"How to Diagnose and Fix Everything Electronic, Third Edition",741.62,369.0,MXN,4.7,9,1,741.62,0,False,1,False,100.0,False,Más vendido,electronics,MX,-100.98102981029812,Medium,104,-0.038461538461538464,-0.038461538461538464,96.15384615384616
1265933928,"How to Diagnose and Fix Everything Electronic, Third Edition",741.62,369.0,MXN,4.7,8,13,741.62,0,False,1,False,100.0,False,Más vendido,electronics,MX,-100.98102981029812,Medium,101,-0.009900990099009901,-0.009900990099009901,99.00990099009901
B008PEKYA4,Snap Circuits Lights Electronics Discovery Kit,1446.47,369.0,MXN,4.7,3864,1,1446.47,0,False,1,False,100.0,False,Más vendido,electronics,MX,-291.9972899728997,Medium,102,-0.0196078431372549,-0.0196078431372549,98.03921568627452
B0CW3DQ1LW,Electronics For Beginners,358.55,369.0,MXN,5.0,2,1,358.55,0,False,1,False,100.0,False,Más vendido,electronics,MX,2.8319783197831945,Medium,103,-0.02912621359223301,-0.02912621359223301,97.0873786407767
1739487451,Programming ESP32: Learn MicroPython Coding and Electronics,442.73,369.0,MXN,4.6,17,9,336.0,0,False,1,False,100.0,False,Más vendido,electronics,MX,-19.981029810298107,Medium,82,0.21951219512195122,0.21951219512195122,121.95121951219512
1952930189,Pico RP2040 Microcontroller and Python: DIY projects (Do it yourself electronics projects),375.17,369.0,MXN,4.5,2,1,375.17,0,False,1,False,100.0,False,Más vendido,electronics,MX,-1.6720867208672128,Low,91,0.0989010989010989,0.07912087912087912,107.91208791208791
B0BQ9LM4DV,500 Electronic Projects for Inventors with tested circuits,621.03,369.0,MXN,4.4,54,1,621.03,0,False,1,False,100.0,False,Más vendido,electronics,MX,-68.30081300813008,Low,83,0.20481927710843373,0.163855421686747,116.3855421686747
B07GDTYJTG,Electronics for Absolute Beginners (English Edition),0.0,369.0,MXN,4.4,606,1,0.0,0,False,0,False,100.0,False,Más vendido,electronics,MX,100.0,Low,106,-0.05660377358490566,-0.04528301886792453,95.47169811320755
B07GDTYJTG,Electronics for Absolute Beginners (English Edition),0.0,369.0,MXN,4.4,606,1,0.0,0,False,0,False,100.0,False,Más vendido,electronics,MX,100.0,Low,99,0.010101010101010102,0.008080808080808083,100.8080808080808
B07GDTYJTG,Electronics for Absolute Beginners (English Edition),0.0,369.0,MXN,4.4,606,1,0.0,0,False,0,False,100.0,False,Más vendido,electronics,MX,100.0,Low,90,0.1111111111111111,0.08888888888888889,108.88888888888889
B07GDTYJTG,Electronics for Absolute Beginners (English Edition),0.0,369.0,MXN,4.4,607,1,0.0,0,False,0,False,100.0,False,Más vendido,electronics,MX,100.0,Low,82,0.21951219512195122,0.175609756097561,117.5609756097561
1009535188,Learning the Art of Electronics: A Hands-On Lab Course,2411.22,369.0,MXN,0.5448266506284423,0,1,2411.22,0,False,1,False,100.0,False,Más vendido,electronics,MX,-553.4471544715446,Low,89,0.12359550561797752,0.09887640449438202,109.88764044943821
1009535188,Learning the Art of Electronics: A Hands-On Lab Course,2411.22,369.0,MXN,0.5448266506284423,0,1,2411.22,0,False,1,False,100.0,False,Más vendido,electronics,MX,-553.4471544715446,Low,90,0.1111111111111111,0.08888888888888889,108.88888888888889
1009535188,Learning the Art of Electronics: A Hands-On Lab Course,2411.22,369.0,MXN,0.5448266506284423,0,1,2411.22,0,False,1,False,100.0,False,Más vendido,electronics,MX,-553.4471544715446,Low,102,-0.0196078431372549,-0.01568627450980392,98.43137254901961
1009535188,Learning the Art of Electronics: A Hands-On Lab Course,2411.22,369.0,MXN,0.5448266506284423,0,1,2411.22,0,False,1,False,100.0,False,Más vendido,electronics,MX,-553.4471544715446,Low,99,0.010101010101010102,0.008080808080808083,100.8080808080808
1009535188,Learning the Art of Electronics: A Hands-On Lab Course,2411.22,369.0,MXN,0.5448266506284423,0,1,2411.22,0,False,1,False,100.0,False,Más vendido,electronics,MX,-553.4471544715446,Low,107,-0.06542056074766354,-0.05233644859813084,94.76635514018692
B0DKTVPZNW,POWER ELECTRONICS AND MOTOR CONTROL,186.29,369.0,MXN,0.5448266506284423,0,1,186.29,0,False,1,False,100.0,False,Más vendido,electronics,MX,49.51490514905149,Low,94,0.06382978723404255,0.05106382978723404,105.1063829787234
1260597865,Digital Electronics: Principles and Applications ISE,1591.6,369.0,MXN,4.4,14,8,1096.34,0,False,1,False,100.0,False,Más vendido,electronics,MX,-331.3279132791328,Medium,84,0.19047619047619047,0.19047619047619047,119.04761904761905
B0BQ9R4PB9,Practical Electronics (Volume III): Embedded Systems with PIC18 Microcontrollers,608.16,369.0,MXN,3.8,3,1,608.16,0,False,1,False,100.0,False,Más vendido,electronics,MX,-64.8130081300813,Low,101,-0.009900990099009901,-0.007920792079207921,99.20792079207921
B0DK7QKQBC,Cable USB Trenzado de Alta Velocidad y Carga Rápida 3A 1.5m C – C Viper Electronics,129.0,369.0,MXN,5.0,2,1,129.0,0,False,0,False,100.0,False,Más vendido,electronics,MX,65.04065040650406,Low,103,-0.02912621359223301,-0.02330097087378641,97.66990291262135
B09MV87P62,UNIT ELECTRONICS Stepper Reprap Controlador A4988 con disipador,66.42,369.0,MXN,0.5448266506284423,0,1,66.42,0,False,0,False,100.0,False,Más vendido,electronics,MX,82.0,Low,97,0.030927835051546393,0.024742268041237116,102.47422680412372
1785006231,Electronics and Wiring for Model Railways,687.66,369.0,MXN,4.4,335,10,592.45,0,False,1,False,100.0,False,Más vendido,electronics,MX,-86.35772357723577,Medium,103,-0.02912621359223301,-0.02912621359223301,97.0873786407767
0071771336,Practical Electronics for Inventors,1270.05,369.0,MXN,4.6,645,7,457.2,0,False,1,False,100.0,False,Más vendido,electronics,MX,-244.1869918699187,Medium,95,0.05263157894736842,0.05263157894736842,105.26315789473684
0071771336,Practical Electronics for Inventors,1270.05,369.0,MXN,4.6,645,4,457.2,0,False,1,False,100.0,False,Más vendido,electronics,MX,-244.1869918699187,Medium,96,0.041666666666666664,0.041666666666666664,104.16666666666667
B0DK8382QH,GoGo electronics Camara Seguridad Llavero Control Coche Auto Carro Alarma Super Mega Duración Bateria 6 Horas Video y Foto FULLHD y Detector de Movimiento,999.0,369.0,MXN,5.0,1,1,999.0,0,False,1,True,100.0,False,Más vendido,electronics,MX,-170.73170731707316,Medium,93,0.07526881720430108,0.07526881720430108,107.52688172043011
B0000683A4,Snap Circuits SC-300 Electronics Discovery Kit,1381.27,369.0,MXN,4.8,7566,1,1381.27,0,False,1,False,100.0,False,Más vendido,electronics,MX,-274.3279132791328,Medium,81,0.2345679012345679,0.2345679012345679,123.45679012345678
1680450263,Make Electronics,761.83,369.0,MXN,4.7,1351,10,478.92,0,False,1,False,100.0,False,Más vendido,electronics,MX,-106.4579945799458,High,83,0.20481927710843373,0.24578313253012046,124.57831325301204
1680450263,Make Electronics,761.83,369.0,MXN,4.7,1352,1,478.92,0,False,1,False,100.0,False,Más vendido,electronics,MX,-106.4579945799458,Medium,81,0.2345679012345679,0.2345679012345679,123.45679012345678
B09YTHRTWC,GECKO ELECTRONICS Antena HDTV para Exterior Alta Definición con Amplificador de señal / 40km de Cobertura,299.0,369.0,MXN,4.5,52,1,299.0,0,False,1,True,100.0,False,Más vendido,electronics,MX,18.97018970189702,Low,99,0.010101010101010102,0.008080808080808083,100.8080808080808
B00KQLQVGU,Electronics Engineering (English Edition),12.0,369.0,MXN,4.1,221,1,12.0,0,False,0,False,100.0,False,Más vendido,electronics,MX,96.7479674796748,Low,89,0.12359550561797752,0.09887640449438202,109.88764044943821
B00KQLQVGU,Electronics Engineering (English Edition),12.0,369.0,MXN,4.1,221,1,12.0,0,False,0,False,100.0,False,Más vendido,electronics,MX,96.7479674796748,Low,95,0.05263157894736842,0.042105263157894736,104.21052631578948
B00KQLQVGU,Electronics Engineering (English Edition),12.0,369.0,MXN,4.1,221,1,12.0,0,False,0,False,100.0,False,Más vendido,electronics,MX,96.7479674796748,Low,107,-0.06542056074766354,-0.05233644859813084,94.76635514018692
1449321062,Make: Lego and Arduino Projects: Projects for Extending Mindstorms Nxt with Open-Source Electronics,475.94,605.78,MXN,3.9,42,1,475.94,0,False,0,False,100.0,False,Más vendido,electronics,MX,21.433523721483045,Low,87,0.14942528735632185,0.11954022988505748,111.95402298850576
1484289889,"Industrial Robotics Control: Mathematical Models, Software Architecture, and Electronics Design",894.32,369.0,MXN,3.9,8,7,830.07,0,False,0,False,100.0,False,Más vendido,electronics,MX,-142.36314363143632,Medium,92,0.08695652173913043,0.08695652173913043,108.69565217391305
